nprobe,penetration,k,hit_rate
6,0.06,12,0.9440443213296399
6,0.06,13,0.9445983379501385
6,0.06,14,0.9451523545706371
6,0.06,15,0.9451523545706371
6,0.06,16,0.9451523545706371
6,0.06,17,0.9451523545706371
6,0.06,18,0.9451523545706371
6,0.06,19,0.9451523545706371
6,0.06,20,0.9451523545706371
6,0.06,21,0.9451523545706371
6,0.06,22,0.9451523545706371
6,0.06,23,0.9451523545706371
6,0.06,24,0.9457063711911358
6,0.06,25,0.9457063711911358
6,0.06,26,0.9457063711911358
6,0.06,27,0.9468144044321329
6,0.06,28,0.9473684210526315
6,0.06,29,0.9473684210526315
6,0.06,30,0.9473684210526315
6,0.06,31,0.9479224376731302
6,0.06,32,0.9479224376731302
6,0.06,33,0.9479224376731302
6,0.06,34,0.9479224376731302
6,0.06,35,0.9479224376731302
6,0.06,36,0.9479224376731302
6,0.06,37,0.9484764542936288
6,0.06,38,0.9484764542936288
6,0.06,39,0.9484764542936288
6,0.06,40,0.9484764542936288
6,0.06,41,0.9484764542936288
6,0.06,42,0.9484764542936288
6,0.06,43,0.9484764542936288
6,0.06,44,0.9484764542936288
6,0.06,45,0.9484764542936288
6,0.06,46,0.9484764542936288
6,0.06,47,0.9484764542936288
6,0.06,48,0.9484764542936288
6,0.06,49,0.9484764542936288
6,0.06,50,0.9484764542936288
7,0.07,1,0.9335180055401662
7,0.07,2,0.9401662049861496
7,0.07,3,0.9434903047091413
7,0.07,4,0.9462603878116344
7,0.07,5,0.9462603878116344
7,0.07,6,0.9468144044321329
7,0.07,7,0.9479224376731302
7,0.07,8,0.9479224376731302
7,0.07,9,0.9479224376731302
7,0.07,10,0.9479224376731302
7,0.07,11,0.9484764542936288
7,0.07,12,0.9484764542936288
7,0.07,13,0.9484764542936288
7,0.07,14,0.9490304709141274
7,0.07,15,0.949584487534626
7,0.07,16,0.949584487534626
7,0.07,17,0.949584487534626
7,0.07,18,0.949584487534626
7,0.07,19,0.949584487534626
7,0.07,20,0.949584487534626
7,0.07,21,0.949584487534626
7,0.07,22,0.949584487534626
7,0.07,23,0.949584487534626
7,0.07,24,0.949584487534626
7,0.07,25,0.949584487534626
7,0.07,26,0.949584487534626
7,0.07,27,0.949584487534626
7,0.07,28,0.9501385041551247
7,0.07,29,0.9506925207756233
7,0.07,30,0.9506925207756233
7,0.07,31,0.9512465373961219
7,0.07,32,0.9518005540166204
7,0.07,33,0.9518005540166204
7,0.07,34,0.9523545706371191
7,0.07,35,0.9523545706371191
7,0.07,36,0.9523545706371191
7,0.07,37,0.9523545706371191
7,0.07,38,0.9523545706371191
7,0.07,39,0.9523545706371191
7,0.07,40,0.9529085872576177
7,0.07,41,0.9529085872576177
7,0.07,42,0.9529085872576177
7,0.07,43,0.9529085872576177
7,0.07,44,0.9529085872576177
7,0.07,45,0.9529085872576177
7,0.07,46,0.9529085872576177
7,0.07,47,0.9529085872576177
7,0.07,48,0.9529085872576177
7,0.07,49,0.9529085872576177
7,0.07,50,0.9529085872576177
8,0.08,1,0.9362880886426593
8,0.08,2,0.9429362880886426
8,0.08,3,0.9462603878116344
8,0.08,4,0.9484764542936288
8,0.08,5,0.9490304709141274
8,0.08,6,0.9490304709141274
8,0.08,7,0.9501385041551247
8,0.08,8,0.9506925207756233
8,0.08,9,0.9506925207756233
8,0.08,10,0.9506925207756233
8,0.08,11,0.9512465373961219
8,0.08,12,0.9512465373961219
8,0.08,13,0.9512465373961219
8,0.08,14,0.9512465373961219
8,0.08,15,0.9523545706371191
8,0.08,16,0.9523545706371191
8,0.08,17,0.9529085872576177
8,0.08,18,0.9529085872576177
8,0.08,19,0.9529085872576177
8,0.08,20,0.9529085872576177
8,0.08,21,0.9529085872576177
8,0.08,22,0.9529085872576177
8,0.08,23,0.9529085872576177
8,0.08,24,0.9529085872576177
8,0.08,25,0.9529085872576177
8,0.08,26,0.9529085872576177
8,0.08,27,0.9529085872576177
8,0.08,28,0.9529085872576177
8,0.08,29,0.9529085872576177
8,0.08,30,0.9529085872576177
8,0.08,31,0.9529085872576177
8,0.08,32,0.9534626038781163
8,0.08,33,0.9540166204986149
8,0.08,34,0.9540166204986149
8,0.08,35,0.9545706371191136
8,0.08,36,0.9551246537396122
8,0.08,37,0.9551246537396122
8,0.08,38,0.9556786703601108
8,0.08,39,0.9556786703601108
8,0.08,40,0.9556786703601108
8,0.08,41,0.9556786703601108
8,0.08,42,0.9556786703601108
8,0.08,43,0.9562326869806094
8,0.08,44,0.9562326869806094
8,0.08,45,0.9562326869806094
8,0.08,46,0.9562326869806094
8,0.08,47,0.9562326869806094
8,0.08,48,0.9562326869806094
8,0.08,49,0.9562326869806094
8,0.08,50,0.9562326869806094
9,0.09,1,0.9368421052631579
9,0.09,2,0.9434903047091413
9,0.09,3,0.9468144044321329
9,0.09,4,0.9490304709141274
9,0.09,5,0.949584487534626
9,0.09,6,0.949584487534626
9,0.09,7,0.9506925207756233
9,0.09,8,0.9506925207756233
9,0.09,9,0.9512465373961219
9,0.09,10,0.9512465373961219
9,0.09,11,0.9518005540166204
9,0.09,12,0.9518005540166204
9,0.09,13,0.9518005540166204
9,0.09,14,0.9518005540166204
9,0.09,15,0.9518005540166204
9,0.09,16,0.9529085872576177
9,0.09,17,0.9529085872576177
9,0.09,18,0.9534626038781163
9,0.09,19,0.9534626038781163
9,0.09,20,0.9534626038781163
9,0.09,21,0.9534626038781163
9,0.09,22,0.9534626038781163
9,0.09,23,0.9534626038781163
9,0.09,24,0.9534626038781163
9,0.09,25,0.9534626038781163
9,0.09,26,0.9534626038781163
9,0.09,27,0.9534626038781163
9,0.09,28,0.9534626038781163
9,0.09,29,0.9534626038781163
9,0.09,30,0.9534626038781163
9,0.09,31,0.9534626038781163
9,0.09,32,0.9534626038781163
9,0.09,33,0.9534626038781163
9,0.09,34,0.9545706371191136
9,0.09,35,0.9545706371191136
9,0.09,36,0.9545706371191136
9,0.09,37,0.9551246537396122
9,0.09,38,0.9556786703601108
9,0.09,39,0.9556786703601108
9,0.09,40,0.9556786703601108
9,0.09,41,0.9556786703601108
9,0.09,42,0.9556786703601108
9,0.09,43,0.9562326869806094
9,0.09,44,0.9562326869806094
9,0.09,45,0.9562326869806094
9,0.09,46,0.9562326869806094
9,0.09,47,0.9567867036011081
9,0.09,48,0.9567867036011081
9,0.09,49,0.9567867036011081
9,0.09,50,0.9567867036011081
10,0.1,1,0.9368421052631579
10,0.1,2,0.9440443213296399
10,0.1,3,0.9473684210526315
10,0.1,4,0.9501385041551247
10,0.1,5,0.9506925207756233
10,0.1,6,0.9506925207756233
10,0.1,7,0.9518005540166204
10,0.1,8,0.9518005540166204
10,0.1,9,0.9523545706371191
10,0.1,10,0.9523545706371191
10,0.1,11,0.9529085872576177
10,0.1,12,0.9529085872576177
10,0.1,13,0.9529085872576177
10,0.1,14,0.9529085872576177
10,0.1,15,0.9529085872576177
10,0.1,16,0.9534626038781163
10,0.1,17,0.9540166204986149
10,0.1,18,0.9540166204986149
10,0.1,19,0.9545706371191136
10,0.1,20,0.9545706371191136
10,0.1,21,0.9545706371191136
10,0.1,22,0.9545706371191136
10,0.1,23,0.9545706371191136
10,0.1,24,0.9545706371191136
10,0.1,25,0.9545706371191136
10,0.1,26,0.9545706371191136
10,0.1,27,0.9545706371191136
10,0.1,28,0.9545706371191136
10,0.1,29,0.9545706371191136
10,0.1,30,0.9545706371191136
10,0.1,31,0.9545706371191136
10,0.1,32,0.9545706371191136
10,0.1,33,0.9545706371191136
10,0.1,34,0.9545706371191136
10,0.1,35,0.9551246537396122
10,0.1,36,0.9556786703601108
10,0.1,37,0.9556786703601108
10,0.1,38,0.9556786703601108
10,0.1,39,0.9556786703601108
10,0.1,40,0.9562326869806094
10,0.1,41,0.9567867036011081
10,0.1,42,0.9567867036011081
10,0.1,43,0.9567867036011081
10,0.1,44,0.9567867036011081
10,0.1,45,0.9573407202216067
10,0.1,46,0.9573407202216067
10,0.1,47,0.9578947368421052
10,0.1,48,0.9578947368421052
10,0.1,49,0.9578947368421052
10,0.1,50,0.9584487534626038
11,0.11,1,0.9379501385041551
11,0.11,2,0.9451523545706371
11,0.11,3,0.9484764542936288
11,0.11,4,0.9512465373961219
11,0.11,5,0.9518005540166204
11,0.11,6,0.9518005540166204
11,0.11,7,0.9529085872576177
11,0.11,8,0.9529085872576177
11,0.11,9,0.9534626038781163
11,0.11,10,0.9534626038781163
11,0.11,11,0.9540166204986149
11,0.11,12,0.9540166204986149
11,0.11,13,0.9540166204986149
11,0.11,14,0.9540166204986149
11,0.11,15,0.9540166204986149
11,0.11,16,0.9540166204986149
11,0.11,17,0.9551246537396122
11,0.11,18,0.9551246537396122
11,0.11,19,0.9551246537396122
11,0.11,20,0.9556786703601108
11,0.11,21,0.9556786703601108
11,0.11,22,0.9556786703601108
11,0.11,23,0.9556786703601108
11,0.11,24,0.9556786703601108
11,0.11,25,0.9556786703601108
11,0.11,26,0.9556786703601108
11,0.11,27,0.9556786703601108
11,0.11,28,0.9556786703601108
11,0.11,29,0.9556786703601108
11,0.11,30,0.9556786703601108
11,0.11,31,0.9556786703601108
11,0.11,32,0.9556786703601108
11,0.11,33,0.9556786703601108
11,0.11,34,0.9556786703601108
11,0.11,35,0.9556786703601108
11,0.11,36,0.9556786703601108
11,0.11,37,0.9567867036011081
11,0.11,38,0.9567867036011081
11,0.11,39,0.9567867036011081
11,0.11,40,0.9567867036011081
11,0.11,41,0.9567867036011081
11,0.11,42,0.9573407202216067
11,0.11,43,0.9578947368421052
11,0.11,44,0.9578947368421052
11,0.11,45,0.9578947368421052
11,0.11,46,0.9578947368421052
11,0.11,47,0.9584487534626038
11,0.11,48,0.9584487534626038
11,0.11,49,0.9584487534626038
11,0.11,50,0.9584487534626038
12,0.12,1,0.9385041551246538
12,0.12,2,0.9462603878116344
12,0.12,3,0.9501385041551247
12,0.12,4,0.9529085872576177
12,0.12,5,0.9534626038781163
12,0.12,6,0.9534626038781163
12,0.12,7,0.9545706371191136
12,0.12,8,0.9545706371191136
12,0.12,9,0.9545706371191136
12,0.12,10,0.9551246537396122
12,0.12,11,0.9556786703601108
12,0.12,12,0.9556786703601108
12,0.12,13,0.9556786703601108
12,0.12,14,0.9556786703601108
12,0.12,15,0.9556786703601108
12,0.12,16,0.9556786703601108
12,0.12,17,0.9562326869806094
12,0.12,18,0.9567867036011081
12,0.12,19,0.9567867036011081
12,0.12,20,0.9578947368421052
12,0.12,21,0.9584487534626038
12,0.12,22,0.9590027700831025
12,0.12,23,0.9590027700831025
12,0.12,24,0.9590027700831025
12,0.12,25,0.9590027700831025
12,0.12,26,0.9590027700831025
12,0.12,27,0.9590027700831025
12,0.12,28,0.9590027700831025
12,0.12,29,0.9590027700831025
12,0.12,30,0.9590027700831025
12,0.12,31,0.9590027700831025
12,0.12,32,0.9590027700831025
12,0.12,33,0.9590027700831025
12,0.12,34,0.9590027700831025
12,0.12,35,0.9590027700831025
12,0.12,36,0.9590027700831025
12,0.12,37,0.9590027700831025
12,0.12,38,0.9601108033240997
12,0.12,39,0.9601108033240997
12,0.12,40,0.9601108033240997
12,0.12,41,0.9601108033240997
12,0.12,42,0.9606648199445983
12,0.12,43,0.9606648199445983
12,0.12,44,0.9606648199445983
12,0.12,45,0.961218836565097
12,0.12,46,0.961218836565097
12,0.12,47,0.9617728531855956
12,0.12,48,0.9623268698060942
12,0.12,49,0.9623268698060942
12,0.12,50,0.9623268698060942
13,0.13,1,0.9401662049861496
13,0.13,2,0.9479224376731302
13,0.13,3,0.9518005540166204
13,0.13,4,0.9545706371191136
13,0.13,5,0.9551246537396122
13,0.13,6,0.9551246537396122
13,0.13,7,0.9562326869806094
13,0.13,8,0.9562326869806094
13,0.13,9,0.9562326869806094
13,0.13,10,0.9567867036011081
13,0.13,11,0.9573407202216067
13,0.13,12,0.9573407202216067
13,0.13,13,0.9573407202216067
13,0.13,14,0.9573407202216067
13,0.13,15,0.9573407202216067
13,0.13,16,0.9573407202216067
13,0.13,17,0.9578947368421052
13,0.13,18,0.9584487534626038
13,0.13,19,0.9584487534626038
13,0.13,20,0.9584487534626038
13,0.13,21,0.9601108033240997
13,0.13,22,0.9601108033240997
13,0.13,23,0.9606648199445983
13,0.13,24,0.9606648199445983
13,0.13,25,0.9606648199445983
13,0.13,26,0.9606648199445983
13,0.13,27,0.961218836565097
13,0.13,28,0.961218836565097
13,0.13,29,0.961218836565097
13,0.13,30,0.961218836565097
13,0.13,31,0.961218836565097
13,0.13,32,0.961218836565097
13,0.13,33,0.961218836565097
13,0.13,34,0.961218836565097
13,0.13,35,0.961218836565097
13,0.13,36,0.961218836565097
13,0.13,37,0.961218836565097
13,0.13,38,0.961218836565097
13,0.13,39,0.9617728531855956
13,0.13,40,0.9623268698060942
13,0.13,41,0.9623268698060942
13,0.13,42,0.9623268698060942
13,0.13,43,0.9623268698060942
13,0.13,44,0.9628808864265928
13,0.13,45,0.9628808864265928
13,0.13,46,0.9628808864265928
13,0.13,47,0.9634349030470915
13,0.13,48,0.9634349030470915
13,0.13,49,0.9634349030470915
13,0.13,50,0.9634349030470915
14,0.14,1,0.9401662049861496
14,0.14,2,0.949584487534626
14,0.14,3,0.9534626038781163
14,0.14,4,0.9562326869806094
14,0.14,5,0.9567867036011081
14,0.14,6,0.9567867036011081
14,0.14,7,0.9578947368421052
14,0.14,8,0.9578947368421052
14,0.14,9,0.9578947368421052
14,0.14,10,0.9584487534626038
14,0.14,11,0.9590027700831025
14,0.14,12,0.9590027700831025
14,0.14,13,0.9590027700831025
14,0.14,14,0.9590027700831025
14,0.14,15,0.9590027700831025
14,0.14,16,0.9590027700831025
14,0.14,17,0.9590027700831025
14,0.14,18,0.9601108033240997
14,0.14,19,0.9601108033240997
14,0.14,20,0.9601108033240997
14,0.14,21,0.9606648199445983
14,0.14,22,0.9617728531855956
14,0.14,23,0.9617728531855956
14,0.14,24,0.9623268698060942
14,0.14,25,0.9623268698060942
14,0.14,26,0.9623268698060942
14,0.14,27,0.9628808864265928
14,0.14,28,0.9628808864265928
14,0.14,29,0.9634349030470915
14,0.14,30,0.9634349030470915
14,0.14,31,0.9634349030470915
14,0.14,32,0.96398891966759
14,0.14,33,0.96398891966759
14,0.14,34,0.96398891966759
14,0.14,35,0.96398891966759
14,0.14,36,0.96398891966759
14,0.14,37,0.96398891966759
14,0.14,38,0.96398891966759
14,0.14,39,0.96398891966759
14,0.14,40,0.9645429362880886
14,0.14,41,0.9650969529085872
14,0.14,42,0.9656509695290859
14,0.14,43,0.9656509695290859
14,0.14,44,0.9656509695290859
14,0.14,45,0.9656509695290859
14,0.14,46,0.9656509695290859
14,0.14,47,0.9656509695290859
14,0.14,48,0.9662049861495845
14,0.14,49,0.9667590027700831
14,0.14,50,0.9667590027700831
15,0.15,1,0.9401662049861496
15,0.15,2,0.949584487534626
15,0.15,3,0.9540166204986149
15,0.15,4,0.9567867036011081
15,0.15,5,0.9573407202216067
15,0.15,6,0.9573407202216067
15,0.15,7,0.9584487534626038
15,0.15,8,0.9584487534626038
15,0.15,9,0.9584487534626038
15,0.15,10,0.9590027700831025
15,0.15,11,0.9595567867036011
15,0.15,12,0.9595567867036011
15,0.15,13,0.9595567867036011
15,0.15,14,0.9595567867036011
15,0.15,15,0.9595567867036011
15,0.15,16,0.9595567867036011
15,0.15,17,0.9595567867036011
15,0.15,18,0.9606648199445983
15,0.15,19,0.9606648199445983
15,0.15,20,0.9606648199445983
15,0.15,21,0.961218836565097
15,0.15,22,0.9617728531855956
15,0.15,23,0.9617728531855956
15,0.15,24,0.9623268698060942
15,0.15,25,0.9628808864265928
15,0.15,26,0.9628808864265928
15,0.15,27,0.9628808864265928
15,0.15,28,0.9628808864265928
15,0.15,29,0.9634349030470915
15,0.15,30,0.9645429362880886
15,0.15,31,0.9645429362880886
15,0.15,32,0.9650969529085872
15,0.15,33,0.9650969529085872
15,0.15,34,0.9650969529085872
15,0.15,35,0.9650969529085872
15,0.15,36,0.9650969529085872
15,0.15,37,0.9656509695290859
15,0.15,38,0.9656509695290859
15,0.15,39,0.9656509695290859
15,0.15,40,0.9656509695290859
15,0.15,41,0.9662049861495845
15,0.15,42,0.9667590027700831
15,0.15,43,0.9673130193905817
15,0.15,44,0.9673130193905817
15,0.15,45,0.9673130193905817
15,0.15,46,0.9673130193905817
15,0.15,47,0.9673130193905817
15,0.15,48,0.9673130193905817
15,0.15,49,0.9673130193905817
15,0.15,50,0.9673130193905817
16,0.16,1,0.939612188365651
16,0.16,2,0.949584487534626
16,0.16,3,0.9540166204986149
16,0.16,4,0.9567867036011081
16,0.16,5,0.9573407202216067
16,0.16,6,0.9578947368421052
16,0.16,7,0.9584487534626038
16,0.16,8,0.9590027700831025
16,0.16,9,0.9590027700831025
16,0.16,10,0.9595567867036011
16,0.16,11,0.9601108033240997
16,0.16,12,0.9601108033240997
16,0.16,13,0.9601108033240997
16,0.16,14,0.9601108033240997
16,0.16,15,0.9601108033240997
16,0.16,16,0.9601108033240997
16,0.16,17,0.9601108033240997
16,0.16,18,0.961218836565097
16,0.16,19,0.961218836565097
16,0.16,20,0.961218836565097
16,0.16,21,0.961218836565097
16,0.16,22,0.9623268698060942
16,0.16,23,0.9623268698060942
16,0.16,24,0.9623268698060942
16,0.16,25,0.9628808864265928
16,0.16,26,0.9634349030470915
16,0.16,27,0.9634349030470915
16,0.16,28,0.9634349030470915
16,0.16,29,0.96398891966759
16,0.16,30,0.9645429362880886
16,0.16,31,0.9650969529085872
16,0.16,32,0.9656509695290859
16,0.16,33,0.9656509695290859
16,0.16,34,0.9656509695290859
16,0.16,35,0.9656509695290859
16,0.16,36,0.9656509695290859
16,0.16,37,0.9662049861495845
16,0.16,38,0.9662049861495845
16,0.16,39,0.9662049861495845
16,0.16,40,0.9662049861495845
16,0.16,41,0.9667590027700831
16,0.16,42,0.9673130193905817
16,0.16,43,0.9673130193905817
16,0.16,44,0.968421052631579
16,0.16,45,0.968421052631579
16,0.16,46,0.968421052631579
16,0.16,47,0.968421052631579
16,0.16,48,0.968421052631579
16,0.16,49,0.968421052631579
16,0.16,50,0.968421052631579
17,0.17,1,0.9407202216066483
17,0.17,2,0.9506925207756233
17,0.17,3,0.9556786703601108
17,0.17,4,0.9595567867036011
17,0.17,5,0.961218836565097
17,0.17,6,0.9617728531855956
17,0.17,7,0.9628808864265928
17,0.17,8,0.9634349030470915
17,0.17,9,0.9634349030470915
17,0.17,10,0.96398891966759
17,0.17,11,0.9645429362880886
17,0.17,12,0.9645429362880886
17,0.17,13,0.9645429362880886
17,0.17,14,0.9645429362880886
17,0.17,15,0.9645429362880886
17,0.17,16,0.9645429362880886
17,0.17,17,0.9645429362880886
17,0.17,18,0.9662049861495845
17,0.17,19,0.9662049861495845
17,0.17,20,0.9662049861495845
17,0.17,21,0.9662049861495845
17,0.17,22,0.9673130193905817
17,0.17,23,0.9673130193905817
