date,time,num_index_per_subject,M,ef_construction,ef_search,index_build_time,hit_rate,avg_time_ms,total_queries
2026-03-16,20:19:00,1,48,200,100,0.0009,0.4444444444444444,0.0878,90
2026-03-16,20:19:00,1,48,200,200,0.0009,0.4444444444444444,0.0872,90
2026-03-16,20:19:00,1,48,200,300,0.0009,0.4444444444444444,0.0896,90
2026-03-16,20:19:00,1,48,200,400,0.0009,0.4444444444444444,0.0864,90
2026-03-16,20:19:00,1,48,200,500,0.0009,0.4444444444444444,0.0858,90
2026-03-16,20:19:00,1,48,200,600,0.0009,0.4444444444444444,0.0865,90
2026-03-16,20:19:00,1,48,200,700,0.0009,0.4444444444444444,0.0836,90
2026-03-16,20:19:00,1,48,200,800,0.0009,0.4444444444444444,0.0821,90
2026-03-16,20:19:00,1,48,200,900,0.0009,0.4444444444444444,0.0874,90
2026-03-16,20:19:00,1,48,1000,100,0.0009,0.4444444444444444,0.0877,90
2026-03-16,20:19:00,1,48,200,1000,0.0009,0.4444444444444444,0.0880,90
2026-03-16,20:19:00,1,48,1000,200,0.0009,0.4444444444444444,0.0910,90
2026-03-16,20:19:00,1,48,1000,300,0.0009,0.4444444444444444,0.0947,90
2026-03-16,20:19:00,1,48,1000,400,0.0009,0.4444444444444444,0.0870,90
2026-03-16,20:19:00,1,48,1000,500,0.0009,0.4444444444444444,0.0847,90
2026-03-16,20:19:00,1,48,300,100,0.0005,0.4444444444444444,0.0463,90
2026-03-16,20:19:00,1,48,1000,600,0.0009,0.4444444444444444,0.0871,90
2026-03-16,20:19:00,1,48,300,200,0.0005,0.4444444444444444,0.0350,90
2026-03-16,20:19:00,1,48,300,300,0.0005,0.4444444444444444,0.0501,90
2026-03-16,20:19:00,1,48,1000,700,0.0009,0.4444444444444444,0.0846,90
2026-03-16,20:19:00,1,48,500,100,0.0006,0.4444444444444444,0.0533,90
2026-03-16,20:19:00,1,48,300,400,0.0005,0.4444444444444444,0.0545,90
2026-03-16,20:19:00,1,48,500,200,0.0006,0.4444444444444444,0.0541,90
2026-03-16,20:19:00,1,48,1000,800,0.0009,0.4444444444444444,0.0865,90
2026-03-16,20:19:00,1,48,300,500,0.0005,0.4444444444444444,0.0545,90
2026-03-16,20:19:00,1,48,500,300,0.0006,0.4444444444444444,0.0537,90
2026-03-16,20:19:00,1,48,300,600,0.0005,0.4444444444444444,0.0534,90
2026-03-16,20:19:00,1,48,1000,900,0.0009,0.4444444444444444,0.0847,90
2026-03-16,20:19:00,1,48,500,400,0.0006,0.4444444444444444,0.0541,90
2026-03-16,20:19:00,1,48,300,700,0.0005,0.4444444444444444,0.0545,90
2026-03-16,20:19:00,1,48,500,500,0.0006,0.4444444444444444,0.0538,90
2026-03-16,20:19:00,1,48,1000,1000,0.0009,0.4444444444444444,0.0883,90
2026-03-16,20:19:00,1,48,300,800,0.0005,0.4444444444444444,0.0574,90
2026-03-16,20:19:00,1,48,500,600,0.0006,0.4444444444444444,0.0625,90
2026-03-16,20:19:00,1,48,300,900,0.0005,0.4444444444444444,0.0600,90
2026-03-16,20:19:00,1,48,500,700,0.0006,0.4444444444444444,0.0632,90
2026-03-16,20:19:00,1,48,300,1000,0.0005,0.4444444444444444,0.0586,90
2026-03-16,20:19:00,1,48,500,800,0.0006,0.4444444444444444,0.0581,90
2026-03-16,20:19:00,1,48,500,900,0.0006,0.4444444444444444,0.0565,90
2026-03-16,20:19:00,1,48,500,1000,0.0006,0.4444444444444444,0.0618,90
2026-03-16,20:19:00,1,16,800,100,0.0006,0.4444444444444444,0.0607,90
2026-03-16,20:19:00,1,16,800,200,0.0006,0.4444444444444444,0.0605,90
2026-03-16,20:19:00,1,16,800,300,0.0006,0.4444444444444444,0.0611,90
2026-03-16,20:19:00,1,16,800,400,0.0006,0.4444444444444444,0.0633,90
2026-03-16,20:19:00,1,16,800,500,0.0006,0.4444444444444444,0.0637,90
2026-03-16,20:19:00,1,16,800,600,0.0006,0.4444444444444444,0.0660,90
2026-03-16,20:19:00,1,16,800,700,0.0006,0.4444444444444444,0.0661,90
2026-03-16,20:19:00,1,16,800,800,0.0006,0.4444444444444444,0.0652,90
2026-03-16,20:19:00,1,16,800,900,0.0006,0.4444444444444444,0.0617,90
2026-03-16,20:19:00,1,16,800,1000,0.0006,0.4444444444444444,0.0642,90
2026-03-16,20:19:00,1,48,800,100,0.0004,0.4444444444444444,0.0327,90
2026-03-16,20:19:00,1,48,800,200,0.0004,0.4444444444444444,0.0318,90
2026-03-16,20:19:00,1,48,800,300,0.0004,0.4444444444444444,0.0308,90
2026-03-16,20:19:00,1,48,800,400,0.0004,0.4444444444444444,0.0307,90
2026-03-16,20:19:00,1,48,800,500,0.0004,0.4444444444444444,0.0303,90
2026-03-16,20:19:00,1,48,800,600,0.0004,0.4444444444444444,0.0313,90
2026-03-16,20:19:00,1,48,800,700,0.0004,0.4444444444444444,0.0312,90
2026-03-16,20:19:00,1,48,800,800,0.0004,0.4444444444444444,0.0303,90
2026-03-16,20:19:00,1,48,800,900,0.0004,0.4444444444444444,0.0490,90
2026-03-16,20:19:00,1,48,800,1000,0.0004,0.4444444444444444,0.0546,90
2026-03-16,20:19:00,1,32,800,100,0.0004,0.4444444444444444,0.0374,90
2026-03-16,20:19:00,1,16,400,100,0.0010,0.4444444444444444,0.1064,90
2026-03-16,20:19:00,1,32,800,200,0.0004,0.4444444444444444,0.0473,90
2026-03-16,20:19:00,1,32,800,300,0.0004,0.4444444444444444,0.0396,90
2026-03-16,20:19:00,1,16,400,200,0.0010,0.4444444444444444,0.1144,90
2026-03-16,20:19:00,1,32,800,400,0.0004,0.4444444444444444,0.0362,90
2026-03-16,20:19:00,1,32,800,500,0.0004,0.4444444444444444,0.0378,90
2026-03-16,20:19:00,1,32,800,600,0.0004,0.4444444444444444,0.0374,90
2026-03-16,20:19:01,1,16,400,300,0.0010,0.4444444444444444,0.1062,90
2026-03-16,20:19:01,1,32,800,700,0.0004,0.4444444444444444,0.0390,90
2026-03-16,20:19:01,1,32,800,800,0.0004,0.4444444444444444,0.0721,90
2026-03-16,20:19:01,1,16,400,400,0.0010,0.4444444444444444,0.1079,90
2026-03-16,20:19:01,1,32,800,900,0.0004,0.4444444444444444,0.0605,90
2026-03-16,20:19:01,1,48,600,100,0.0006,0.4444444444444444,0.0582,90
2026-03-16,20:19:01,1,16,400,500,0.0010,0.4444444444444444,0.1078,90
2026-03-16,20:19:01,1,32,800,1000,0.0004,0.4444444444444444,0.0880,90
2026-03-16,20:19:01,1,48,600,200,0.0006,0.4444444444444444,0.0550,90
2026-03-16,20:19:01,1,48,600,300,0.0006,0.4444444444444444,0.0433,90
2026-03-16,20:19:01,1,16,400,600,0.0010,0.4444444444444444,0.1079,90
2026-03-16,20:19:01,1,48,600,400,0.0006,0.4444444444444444,0.0351,90
2026-03-16,20:19:01,1,48,600,500,0.0006,0.4444444444444444,0.0347,90
2026-03-16,20:19:01,1,48,600,600,0.0006,0.4444444444444444,0.0350,90
2026-03-16,20:19:01,1,16,400,700,0.0010,0.4444444444444444,0.1078,90
2026-03-16,20:19:01,1,16,100,100,0.0006,0.4444444444444444,0.0685,90
2026-03-16,20:19:01,1,48,600,700,0.0006,0.4444444444444444,0.0346,90
2026-03-16,20:19:01,1,48,400,100,0.0006,0.4444444444444444,0.0539,90
2026-03-16,20:19:01,1,48,600,800,0.0006,0.4444444444444444,0.0348,90
2026-03-16,20:19:01,1,16,100,200,0.0006,0.4444444444444444,0.0653,90
2026-03-16,20:19:01,1,48,600,900,0.0006,0.4444444444444444,0.0346,90
2026-03-16,20:19:01,1,16,400,800,0.0010,0.4444444444444444,0.1044,90
2026-03-16,20:19:01,1,48,400,200,0.0006,0.4444444444444444,0.0564,90
2026-03-16,20:19:01,1,48,600,1000,0.0006,0.4444444444444444,0.0356,90
2026-03-16,20:19:01,1,16,100,300,0.0006,0.4444444444444444,0.0640,90
2026-03-16,20:19:01,1,48,400,300,0.0006,0.4444444444444444,0.0539,90
2026-03-16,20:19:01,1,16,100,400,0.0006,0.4444444444444444,0.0461,90
2026-03-16,20:19:01,1,16,400,900,0.0010,0.4444444444444444,0.1041,90
2026-03-16,20:19:01,1,48,400,400,0.0006,0.4444444444444444,0.0546,90
2026-03-16,20:19:01,1,16,100,500,0.0006,0.4444444444444444,0.0417,90
2026-03-16,20:19:01,1,16,100,600,0.0006,0.4444444444444444,0.0421,90
2026-03-16,20:19:01,1,48,400,500,0.0006,0.4444444444444444,0.0529,90
2026-03-16,20:19:01,1,16,400,1000,0.0010,0.4444444444444444,0.1052,90
2026-03-16,20:19:01,1,16,100,700,0.0006,0.4444444444444444,0.0426,90
2026-03-16,20:19:01,1,48,400,600,0.0006,0.4444444444444444,0.0516,90
2026-03-16,20:19:01,1,16,100,800,0.0006,0.4444444444444444,0.0403,90
2026-03-16,20:19:01,1,48,400,700,0.0006,0.4444444444444444,0.0527,90
2026-03-16,20:19:01,1,16,600,100,0.0004,0.4444444444444444,0.0396,90
2026-03-16,20:19:01,1,16,100,900,0.0006,0.4444444444444444,0.0403,90
2026-03-16,20:19:01,1,48,400,800,0.0006,0.4444444444444444,0.0520,90
2026-03-16,20:19:01,1,16,100,1000,0.0006,0.4444444444444444,0.0406,90
2026-03-16,20:19:01,1,16,600,200,0.0004,0.4444444444444444,0.0493,90
2026-03-16,20:19:01,1,48,400,900,0.0006,0.4444444444444444,0.0536,90
2026-03-16,20:19:01,1,16,600,300,0.0004,0.4444444444444444,0.0622,90
2026-03-16,20:19:01,1,16,900,100,0.0009,0.4444444444444444,0.1043,90
2026-03-16,20:19:01,1,48,400,1000,0.0006,0.4444444444444444,0.0507,90
2026-03-16,20:19:01,1,32,500,100,0.0006,0.4444444444444444,0.0596,90
2026-03-16,20:19:01,1,16,600,400,0.0004,0.4444444444444444,0.0630,90
2026-03-16,20:19:01,1,16,900,200,0.0009,0.4444444444444444,0.1029,90
2026-03-16,20:19:01,1,32,500,200,0.0006,0.4444444444444444,0.0636,90
2026-03-16,20:19:01,1,16,600,500,0.0004,0.4444444444444444,0.0632,90
2026-03-16,20:19:01,1,32,600,100,0.0009,0.4444444444444444,0.1022,90
2026-03-16,20:19:01,1,32,500,300,0.0006,0.4444444444444444,0.0683,90
2026-03-16,20:19:01,1,16,600,600,0.0004,0.4444444444444444,0.0622,90
2026-03-16,20:19:01,1,16,900,300,0.0009,0.4444444444444444,0.1043,90
2026-03-16,20:19:01,1,32,500,400,0.0006,0.4444444444444444,0.0565,90
2026-03-16,20:19:01,1,16,600,700,0.0004,0.4444444444444444,0.0611,90
2026-03-16,20:19:01,1,32,600,200,0.0009,0.4444444444444444,0.1031,90
2026-03-16,20:19:01,1,32,500,500,0.0006,0.4444444444444444,0.0574,90
2026-03-16,20:19:01,1,16,600,800,0.0004,0.4444444444444444,0.0634,90
2026-03-16,20:19:01,1,16,900,400,0.0009,0.4444444444444444,0.1045,90
2026-03-16,20:19:01,1,32,500,600,0.0006,0.4444444444444444,0.0560,90
2026-03-16,20:19:01,1,32,600,300,0.0009,0.4444444444444444,0.1035,90
2026-03-16,20:19:01,1,16,600,900,0.0004,0.4444444444444444,0.0627,90
2026-03-16,20:19:01,1,32,500,700,0.0006,0.4444444444444444,0.0641,90
2026-03-16,20:19:01,1,16,900,500,0.0009,0.4444444444444444,0.1035,90
2026-03-16,20:19:01,1,16,600,1000,0.0004,0.4444444444444444,0.0641,90
2026-03-16,20:19:01,1,48,700,100,0.0009,0.4444444444444444,0.0871,90
2026-03-16,20:19:01,1,32,500,800,0.0006,0.4444444444444444,0.0533,90
2026-03-16,20:19:01,1,32,600,400,0.0009,0.4444444444444444,0.1024,90
2026-03-16,20:19:01,1,32,500,900,0.0006,0.4444444444444444,0.0395,90
2026-03-16,20:19:01,1,16,900,600,0.0009,0.4444444444444444,0.1061,90
2026-03-16,20:19:01,1,48,700,200,0.0009,0.4444444444444444,0.0887,90
2026-03-16,20:19:01,1,32,500,1000,0.0006,0.4444444444444444,0.0460,90
2026-03-16,20:19:01,1,32,600,500,0.0009,0.4444444444444444,0.1039,90
2026-03-16,20:19:01,1,32,400,100,0.0010,0.4444444444444444,0.1074,90
2026-03-16,20:19:01,1,16,900,700,0.0009,0.4444444444444444,0.1068,90
2026-03-16,20:19:01,1,48,700,300,0.0009,0.4444444444444444,0.0862,90
2026-03-16,20:19:01,1,32,600,600,0.0009,0.4444444444444444,0.1025,90
2026-03-16,20:19:01,1,32,400,200,0.0010,0.4444444444444444,0.1057,90
2026-03-16,20:19:01,1,48,700,400,0.0009,0.4444444444444444,0.0873,90
2026-03-16,20:19:01,1,16,900,800,0.0009,0.4444444444444444,0.1055,90
2026-03-16,20:19:01,1,32,600,700,0.0009,0.4444444444444444,0.1042,90
2026-03-16,20:19:01,1,32,400,300,0.0010,0.4444444444444444,0.1090,90
2026-03-16,20:19:01,1,48,700,500,0.0009,0.4444444444444444,0.0889,90
2026-03-16,20:19:01,1,16,900,900,0.0009,0.4444444444444444,0.1087,90
2026-03-16,20:19:01,1,32,600,800,0.0009,0.4444444444444444,0.1029,90
2026-03-16,20:19:01,1,48,700,600,0.0009,0.4444444444444444,0.0858,90
2026-03-16,20:19:01,1,32,400,400,0.0010,0.4444444444444444,0.1052,90
2026-03-16,20:19:01,1,16,900,1000,0.0009,0.4444444444444444,0.1054,90
2026-03-16,20:19:01,1,48,700,700,0.0009,0.4444444444444444,0.0876,90
2026-03-16,20:19:01,1,32,600,900,0.0009,0.4444444444444444,0.1060,90
2026-03-16,20:19:01,1,32,400,500,0.0010,0.4444444444444444,0.1056,90
2026-03-16,20:19:01,1,48,700,800,0.0009,0.4444444444444444,0.0873,90
2026-03-16,20:19:01,1,32,600,1000,0.0009,0.4444444444444444,0.1074,90
2026-03-16,20:19:01,1,32,400,600,0.0010,0.4444444444444444,0.1066,90
2026-03-16,20:19:01,1,48,700,900,0.0009,0.4444444444444444,0.0911,90
2026-03-16,20:19:01,1,32,400,700,0.0010,0.4444444444444444,0.1072,90
2026-03-16,20:19:01,1,48,700,1000,0.0009,0.4444444444444444,0.0880,90
2026-03-16,20:19:01,1,32,400,800,0.0010,0.4444444444444444,0.1080,90
2026-03-16,20:19:01,1,32,1000,100,0.0006,0.4444444444444444,0.0419,90
2026-03-16,20:19:01,1,32,1000,200,0.0006,0.4444444444444444,0.0394,90
2026-03-16,20:19:01,1,32,400,900,0.0010,0.4444444444444444,0.1063,90
2026-03-16,20:19:01,1,32,1000,300,0.0006,0.4444444444444444,0.0391,90
2026-03-16,20:19:01,1,32,1000,400,0.0006,0.4444444444444444,0.0412,90
2026-03-16,20:19:01,1,32,400,1000,0.0010,0.4444444444444444,0.1073,90
2026-03-16,20:19:01,1,32,1000,500,0.0006,0.4444444444444444,0.0418,90
2026-03-16,20:19:01,1,32,1000,600,0.0006,0.4444444444444444,0.0438,90
2026-03-16,20:19:01,1,32,1000,700,0.0006,0.4444444444444444,0.0656,90
2026-03-16,20:19:01,1,32,1000,800,0.0006,0.4444444444444444,0.0664,90
2026-03-16,20:19:01,1,32,1000,900,0.0006,0.4444444444444444,0.0661,90
2026-03-16,20:19:01,1,32,1000,1000,0.0006,0.4444444444444444,0.0638,90
2026-03-16,20:19:01,1,16,1000,100,0.0006,0.4444444444444444,0.0655,90
2026-03-16,20:19:01,1,16,1000,200,0.0006,0.4444444444444444,0.0657,90
2026-03-16,20:19:01,1,16,1000,300,0.0006,0.4444444444444444,0.0670,90
2026-03-16,20:19:01,1,16,1000,400,0.0006,0.4444444444444444,0.0650,90
2026-03-16,20:19:01,1,48,900,100,0.0009,0.4444444444444444,0.0876,90
2026-03-16,20:19:01,1,16,1000,500,0.0006,0.4444444444444444,0.0689,90
2026-03-16,20:19:01,1,32,100,100,0.0010,0.4444444444444444,0.1127,90
2026-03-16,20:19:01,1,48,900,200,0.0009,0.4444444444444444,0.0934,90
2026-03-16,20:19:01,1,16,1000,600,0.0006,0.4444444444444444,0.0695,90
2026-03-16,20:19:01,1,16,1000,700,0.0006,0.4444444444444444,0.0686,90
2026-03-16,20:19:01,1,48,900,300,0.0009,0.4444444444444444,0.0922,90
2026-03-16,20:19:01,1,32,100,200,0.0010,0.4444444444444444,0.1146,90
2026-03-16,20:19:01,1,16,1000,800,0.0006,0.4444444444444444,0.0663,90
2026-03-16,20:19:01,1,48,900,400,0.0009,0.4444444444444444,0.0924,90
2026-03-16,20:19:01,1,32,100,300,0.0010,0.4444444444444444,0.1106,90
2026-03-16,20:19:01,1,16,1000,900,0.0006,0.4444444444444444,0.0695,90
2026-03-16,20:19:01,1,16,700,100,0.0010,0.4444444444444444,0.1168,90
2026-03-16,20:19:01,1,48,900,500,0.0009,0.4444444444444444,0.0956,90
2026-03-16,20:19:01,1,16,1000,1000,0.0006,0.4444444444444444,0.0673,90
2026-03-16,20:19:01,1,32,100,400,0.0010,0.4444444444444444,0.1137,90
2026-03-16,20:19:01,1,48,900,600,0.0009,0.4444444444444444,0.0908,90
2026-03-16,20:19:01,1,16,200,100,0.0006,0.4444444444444444,0.0640,90
2026-03-16,20:19:01,1,32,200,100,0.0006,0.4444444444444444,0.0678,90
2026-03-16,20:19:01,1,16,700,200,0.0010,0.4444444444444444,0.1106,90
2026-03-16,20:19:01,1,32,100,500,0.0010,0.4444444444444444,0.1075,90
2026-03-16,20:19:01,1,16,200,200,0.0006,0.4444444444444444,0.0627,90
2026-03-16,20:19:01,1,32,200,200,0.0006,0.4444444444444444,0.0631,90
2026-03-16,20:19:01,1,48,900,700,0.0009,0.4444444444444444,0.0890,90
2026-03-16,20:19:01,1,16,700,300,0.0010,0.4444444444444444,0.1074,90
2026-03-16,20:19:01,1,16,200,300,0.0006,0.4444444444444444,0.0636,90
2026-03-16,20:19:01,1,32,200,300,0.0006,0.4444444444444444,0.0635,90
2026-03-16,20:19:01,1,32,100,600,0.0010,0.4444444444444444,0.1080,90
2026-03-16,20:19:01,1,48,900,800,0.0009,0.4444444444444444,0.0906,90
2026-03-16,20:19:01,1,16,200,400,0.0006,0.4444444444444444,0.0638,90
2026-03-16,20:19:01,1,32,200,400,0.0006,0.4444444444444444,0.0632,90
2026-03-16,20:19:01,1,16,700,400,0.0010,0.4444444444444444,0.1083,90
2026-03-16,20:19:01,1,32,300,100,0.0006,0.4444444444444444,0.0732,90
2026-03-16,20:19:01,1,16,200,500,0.0006,0.4444444444444444,0.0650,90
2026-03-16,20:19:01,1,32,200,500,0.0006,0.4444444444444444,0.0655,90
2026-03-16,20:19:01,1,32,900,100,0.0010,0.4444444444444444,0.1072,90
2026-03-16,20:19:01,1,32,100,700,0.0010,0.4444444444444444,0.1115,90
2026-03-16,20:19:01,1,48,900,900,0.0009,0.4444444444444444,0.0939,90
2026-03-16,20:19:01,1,32,300,200,0.0006,0.4444444444444444,0.0639,90
2026-03-16,20:19:01,1,16,200,600,0.0006,0.4444444444444444,0.0676,90
2026-03-16,20:19:01,1,32,200,600,0.0006,0.4444444444444444,0.0663,90
2026-03-16,20:19:01,1,48,100,100,0.0009,0.4444444444444444,0.0925,90
2026-03-16,20:19:01,1,16,700,500,0.0010,0.4444444444444444,0.1097,90
2026-03-16,20:19:01,1,32,900,200,0.0010,0.4444444444444444,0.1075,90
2026-03-16,20:19:01,1,48,900,1000,0.0009,0.4444444444444444,0.0928,90
2026-03-16,20:19:01,1,32,300,300,0.0006,0.4444444444444444,0.0617,90
2026-03-16,20:19:01,1,32,100,800,0.0010,0.4444444444444444,0.1153,90
2026-03-16,20:19:01,1,32,200,700,0.0006,0.4444444444444444,0.0639,90
2026-03-16,20:19:01,1,16,200,700,0.0006,0.4444444444444444,0.0669,90
2026-03-16,20:19:01,1,48,100,200,0.0009,0.4444444444444444,0.0905,90
2026-03-16,20:19:01,1,32,300,400,0.0006,0.4444444444444444,0.0608,90
2026-03-16,20:19:01,1,16,700,600,0.0010,0.4444444444444444,0.1072,90
2026-03-16,20:19:01,1,32,200,800,0.0006,0.4444444444444444,0.0645,90
2026-03-16,20:19:01,1,32,900,300,0.0010,0.4444444444444444,0.1085,90
2026-03-16,20:19:01,1,32,300,500,0.0006,0.4444444444444444,0.0671,90
2026-03-16,20:19:01,1,16,200,800,0.0006,0.4444444444444444,0.1080,90
2026-03-16,20:19:01,1,32,100,900,0.0010,0.4444444444444444,0.1132,90
