date,time,e,M,efc,efs,index_build_time,hit_rate,avg_time_ms,total_queries
2026-03-17,11:37:18,1,48,600,100,0.0052,0.3600,0.2283,225
2026-03-17,11:37:18,1,48,600,200,0.0052,0.3600,0.2350,225
2026-03-17,11:37:18,1,48,600,300,0.0052,0.3600,0.2288,225
2026-03-17,11:37:18,1,48,400,100,0.0020,0.3600,0.0849,225
2026-03-17,11:37:18,1,48,400,200,0.0020,0.3600,0.0910,225
2026-03-17,11:37:18,1,48,600,400,0.0052,0.3600,0.2221,225
2026-03-17,11:37:18,1,48,400,300,0.0020,0.3600,0.1424,225
2026-03-17,11:37:18,1,48,200,100,0.0033,0.3600,0.1407,225
2026-03-17,11:37:18,1,16,1000,100,0.0055,0.3600,0.2446,225
2026-03-17,11:37:18,1,48,500,100,0.0053,0.3600,0.2254,225
2026-03-17,11:37:18,1,48,400,400,0.0020,0.3600,0.1304,225
2026-03-17,11:37:18,1,32,700,100,0.0021,0.3600,0.0975,225
2026-03-17,11:37:18,1,48,600,500,0.0052,0.3600,0.2227,225
2026-03-17,11:37:18,1,48,200,200,0.0033,0.3600,0.1413,225
2026-03-17,11:37:18,1,32,1000,100,0.0034,0.3600,0.1403,225
2026-03-17,11:37:18,1,48,400,500,0.0020,0.3600,0.1312,225
2026-03-17,11:37:18,1,32,700,200,0.0021,0.3600,0.1093,225
2026-03-17,11:37:18,1,48,200,300,0.0033,0.3600,0.1413,225
2026-03-17,11:37:18,1,48,500,200,0.0053,0.3600,0.2315,225
2026-03-17,11:37:18,1,16,1000,200,0.0055,0.3600,0.2480,225
2026-03-17,11:37:18,1,32,1000,200,0.0034,0.3600,0.1561,225
2026-03-17,11:37:18,1,48,400,600,0.0020,0.3600,0.1316,225
2026-03-17,11:37:18,1,48,600,600,0.0052,0.3600,0.2314,225
2026-03-17,11:37:18,1,32,700,300,0.0021,0.3600,0.1398,225
2026-03-17,11:37:18,1,48,300,100,0.0054,0.3600,0.2355,225
2026-03-17,11:37:18,1,48,200,400,0.0033,0.3600,0.1420,225
2026-03-17,11:37:18,1,48,400,700,0.0020,0.3600,0.1288,225
2026-03-17,11:37:18,1,32,1000,300,0.0034,0.3600,0.1481,225
2026-03-17,11:37:18,1,32,700,400,0.0021,0.3600,0.1434,225
2026-03-17,11:37:18,1,48,500,300,0.0053,0.3600,0.2263,225
2026-03-17,11:37:18,1,16,1000,300,0.0055,0.3600,0.2532,225
2026-03-17,11:37:18,1,48,200,500,0.0033,0.3600,0.1449,225
2026-03-17,11:37:18,1,48,400,800,0.0020,0.3600,0.1325,225
2026-03-17,11:37:18,1,48,600,700,0.0052,0.3600,0.2369,225
2026-03-17,11:37:18,1,32,1000,400,0.0034,0.3600,0.1566,225
2026-03-17,11:37:18,1,48,300,200,0.0054,0.3600,0.2387,225
2026-03-17,11:37:18,1,32,700,500,0.0021,0.3600,0.1440,225
2026-03-17,11:37:19,1,32,600,100,0.0035,0.3600,0.1459,225
2026-03-17,11:37:19,1,48,200,600,0.0033,0.3600,0.1445,225
2026-03-17,11:37:19,1,48,400,900,0.0020,0.3600,0.1323,225
2026-03-17,11:37:19,1,16,400,100,0.0038,0.3600,0.1727,225
2026-03-17,11:37:19,1,48,500,400,0.0053,0.3600,0.2426,225
2026-03-17,11:37:19,1,16,200,100,0.0062,0.3600,0.2572,225
2026-03-17,11:37:19,1,32,1000,500,0.0034,0.3600,0.1549,225
2026-03-17,11:37:19,1,32,700,600,0.0021,0.3600,0.1435,225
2026-03-17,11:37:19,1,16,1000,400,0.0055,0.3600,0.2672,225
2026-03-17,11:37:19,1,48,600,800,0.0052,0.3600,0.2372,225
2026-03-17,11:37:19,1,32,600,200,0.0035,0.3600,0.1464,225
2026-03-17,11:37:19,1,48,400,1000,0.0020,0.3600,0.1328,225
2026-03-17,11:37:19,1,48,200,700,0.0033,0.3600,0.1467,225
2026-03-17,11:37:19,1,48,300,300,0.0054,0.3600,0.2382,225
2026-03-17,11:37:19,1,32,900,100,0.0057,0.3600,0.2453,225
2026-03-17,11:37:19,1,16,900,100,0.0021,0.3600,0.0850,225
2026-03-17,11:37:19,1,16,400,200,0.0038,0.3600,0.1687,225
2026-03-17,11:37:19,1,32,700,700,0.0021,0.3600,0.1382,225
2026-03-17,11:37:19,1,32,1000,600,0.0034,0.3600,0.1552,225
2026-03-17,11:37:19,1,16,100,100,0.0058,0.3600,0.2511,225
2026-03-17,11:37:19,1,32,600,300,0.0035,0.3600,0.1379,225
2026-03-17,11:37:19,1,32,500,100,0.0035,0.3600,0.1557,225
2026-03-17,11:37:19,1,48,500,500,0.0053,0.3600,0.2387,225
2026-03-17,11:37:19,1,16,900,200,0.0021,0.3600,0.0809,225
2026-03-17,11:37:19,1,16,200,200,0.0062,0.3600,0.2415,225
2026-03-17,11:37:19,1,16,500,100,0.0060,0.3600,0.2513,225
2026-03-17,11:37:19,1,48,600,900,0.0052,0.3600,0.2190,225
2026-03-17,11:37:19,1,16,1000,500,0.0055,0.3600,0.2476,225
2026-03-17,11:37:19,1,48,900,100,0.0029,0.3600,0.1220,225
2026-03-17,11:37:19,1,32,700,800,0.0021,0.3600,0.1310,225
2026-03-17,11:37:19,1,16,400,300,0.0038,0.3600,0.1562,225
2026-03-17,11:37:19,1,48,700,100,0.0030,0.3600,0.1369,225
2026-03-17,11:37:19,1,32,1000,700,0.0034,0.3600,0.1490,225
2026-03-17,11:37:19,1,48,300,400,0.0054,0.3600,0.2177,225
2026-03-17,11:37:19,1,32,600,400,0.0035,0.3600,0.1332,225
2026-03-17,11:37:19,1,16,900,300,0.0021,0.3600,0.1074,225
2026-03-17,11:37:19,1,32,900,200,0.0057,0.3600,0.2306,225
2026-03-17,11:37:19,1,32,500,200,0.0035,0.3600,0.1471,225
2026-03-17,11:37:19,1,48,900,200,0.0029,0.3600,0.0826,225
2026-03-17,11:37:19,1,48,1000,100,0.0031,0.3600,0.1403,225
2026-03-17,11:37:19,1,32,700,900,0.0021,0.3600,0.1304,225
2026-03-17,11:37:19,1,16,100,200,0.0058,0.3600,0.2505,225
2026-03-17,11:37:19,1,48,700,200,0.0030,0.3600,0.1406,225
2026-03-17,11:37:19,1,48,900,300,0.0029,0.3600,0.0842,225
2026-03-17,11:37:19,1,48,500,600,0.0053,0.3600,0.2393,225
2026-03-17,11:37:19,1,16,400,400,0.0038,0.3600,0.1526,225
2026-03-17,11:37:19,1,32,200,100,0.0038,0.3600,0.1416,225
2026-03-17,11:37:19,1,16,900,400,0.0021,0.3600,0.1316,225
2026-03-17,11:37:19,1,16,200,300,0.0062,0.3600,0.2329,225
2026-03-17,11:37:19,1,32,1000,800,0.0034,0.3600,0.1546,225
2026-03-17,11:37:19,1,32,600,500,0.0035,0.3600,0.1522,225
2026-03-17,11:37:19,1,48,600,1000,0.0052,0.3600,0.2137,225
2026-03-17,11:37:19,1,16,500,200,0.0060,0.3600,0.2510,225
2026-03-17,11:37:19,1,16,800,100,0.0054,0.3600,0.2359,225
2026-03-17,11:37:19,1,32,500,300,0.0035,0.3600,0.1486,225
2026-03-17,11:37:19,1,16,1000,600,0.0055,0.3600,0.2434,225
2026-03-17,11:37:19,1,48,1000,200,0.0031,0.3600,0.1408,225
2026-03-17,11:37:19,1,48,300,500,0.0054,0.3600,0.2159,225
2026-03-17,11:37:19,1,48,900,400,0.0029,0.3600,0.0839,225
2026-03-17,11:37:19,1,32,400,100,0.0058,0.3600,0.2572,225
2026-03-17,11:37:19,1,32,700,1000,0.0021,0.3600,0.1307,225
2026-03-17,11:37:19,1,32,900,300,0.0057,0.3600,0.2458,225
2026-03-17,11:37:19,1,48,700,300,0.0030,0.3600,0.1423,225
2026-03-17,11:37:19,1,16,900,500,0.0021,0.3600,0.1343,225
2026-03-17,11:37:19,1,32,200,200,0.0038,0.3600,0.1476,225
2026-03-17,11:37:19,1,16,400,500,0.0038,0.3600,0.1539,225
2026-03-17,11:37:19,1,48,900,500,0.0029,0.3600,0.0882,225
2026-03-17,11:37:19,1,32,1000,900,0.0034,0.3600,0.1575,225
2026-03-17,11:37:19,1,32,600,600,0.0035,0.3600,0.1567,225
2026-03-17,11:37:19,1,32,500,400,0.0035,0.3600,0.1538,225
2026-03-17,11:37:19,1,48,300,600,0.0054,0.3600,0.1418,225
2026-03-17,11:37:19,1,48,1000,300,0.0031,0.3600,0.1487,225
2026-03-17,11:37:19,1,48,500,700,0.0053,0.3600,0.2528,225
2026-03-17,11:37:19,1,16,100,300,0.0058,0.3600,0.2618,225
2026-03-17,11:37:19,1,48,800,100,0.0054,0.3600,0.2460,225
2026-03-17,11:37:19,1,48,900,600,0.0029,0.3600,0.0901,225
2026-03-17,11:37:19,1,16,200,400,0.0062,0.3600,0.2577,225
2026-03-17,11:37:19,1,16,300,100,0.0057,0.3600,0.2626,225
2026-03-17,11:37:19,1,48,700,400,0.0030,0.3600,0.1505,225
2026-03-17,11:37:19,1,16,500,300,0.0060,0.3600,0.2669,225
2026-03-17,11:37:19,1,32,800,100,0.0055,0.3600,0.2639,225
2026-03-17,11:37:19,1,16,800,200,0.0054,0.3600,0.2685,225
2026-03-17,11:37:19,1,32,200,300,0.0038,0.3600,0.1555,225
2026-03-17,11:37:19,1,16,400,600,0.0038,0.3600,0.1632,225
2026-03-17,11:37:19,1,16,1000,700,0.0055,0.3600,0.2734,225
2026-03-17,11:37:19,1,32,1000,1000,0.0034,0.3600,0.1635,225
2026-03-17,11:37:19,1,32,300,100,0.0055,0.3600,0.2585,225
2026-03-17,11:37:19,1,32,600,700,0.0035,0.3600,0.1627,225
2026-03-17,11:37:19,1,48,900,700,0.0029,0.3600,0.0891,225
2026-03-17,11:37:19,1,48,300,700,0.0054,0.3600,0.1386,225
2026-03-17,11:37:19,1,32,500,500,0.0035,0.3600,0.1598,225
2026-03-17,11:37:19,1,32,400,200,0.0058,0.3600,0.2718,225
2026-03-17,11:37:19,1,48,1000,400,0.0031,0.3600,0.1498,225
2026-03-17,11:37:19,1,16,900,600,0.0021,0.3600,0.2551,225
2026-03-17,11:37:19,1,32,900,400,0.0057,0.3600,0.2731,225
2026-03-17,11:37:19,1,32,100,100,0.0060,0.3600,0.2662,225
2026-03-17,11:37:19,1,48,700,500,0.0030,0.3600,0.1495,225
2026-03-17,11:37:19,1,32,200,400,0.0038,0.3600,0.1321,225
2026-03-17,11:37:19,1,48,900,800,0.0029,0.3600,0.0910,225
2026-03-17,11:37:19,1,16,400,700,0.0038,0.3600,0.1464,225
2026-03-17,11:37:19,1,16,700,100,0.0063,0.3600,0.2747,225
2026-03-17,11:37:19,1,48,800,200,0.0054,0.3600,0.2494,225
2026-03-17,11:37:19,1,48,500,800,0.0053,0.3600,0.2598,225
2026-03-17,11:37:19,1,48,300,800,0.0054,0.3600,0.1450,225
2026-03-17,11:37:19,1,32,600,800,0.0035,0.3600,0.1624,225
2026-03-17,11:37:19,1,16,100,400,0.0058,0.3600,0.2685,225
2026-03-17,11:37:19,1,32,500,600,0.0035,0.3600,0.1518,225
2026-03-17,11:37:19,1,48,1000,500,0.0031,0.3600,0.1465,225
2026-03-17,11:37:19,1,16,200,500,0.0062,0.3600,0.2694,225
2026-03-17,11:37:19,1,48,900,900,0.0029,0.3600,0.0902,225
2026-03-17,11:37:19,1,32,200,500,0.0038,0.3600,0.0959,225
2026-03-17,11:37:19,1,16,300,200,0.0057,0.3600,0.2717,225
2026-03-17,11:37:19,1,48,100,100,0.0033,0.3600,0.1422,225
2026-03-17,11:37:19,1,16,500,400,0.0060,0.3600,0.2691,225
2026-03-17,11:37:19,1,32,800,200,0.0055,0.3600,0.2751,225
2026-03-17,11:37:19,1,16,800,300,0.0054,0.3600,0.2705,225
2026-03-17,11:37:19,1,48,700,600,0.0030,0.3600,0.1461,225
2026-03-17,11:37:19,1,32,300,200,0.0055,0.3600,0.2690,225
2026-03-17,11:37:19,1,16,1000,800,0.0055,0.3600,0.2807,225
2026-03-17,11:37:19,1,16,400,800,0.0038,0.3600,0.1462,225
2026-03-17,11:37:19,1,48,900,1000,0.0029,0.3600,0.0900,225
2026-03-17,11:37:19,1,32,200,600,0.0038,0.3600,0.0958,225
2026-03-17,11:37:19,1,32,400,300,0.0058,0.3600,0.2751,225
2026-03-17,11:37:19,1,48,300,900,0.0054,0.3600,0.1449,225
2026-03-17,11:37:19,1,32,500,700,0.0035,0.3600,0.1488,225
2026-03-17,11:37:19,1,16,900,700,0.0021,0.3600,0.2682,225
2026-03-17,11:37:19,1,48,1000,600,0.0031,0.3600,0.1483,225
2026-03-17,11:37:19,1,32,100,200,0.0060,0.3600,0.2663,225
2026-03-17,11:37:19,1,32,900,500,0.0057,0.3600,0.2754,225
2026-03-17,11:37:19,1,32,600,900,0.0035,0.3600,0.1611,225
2026-03-17,11:37:19,1,48,100,200,0.0033,0.3600,0.1432,225
2026-03-17,11:37:19,1,48,700,700,0.0030,0.3600,0.1480,225
2026-03-17,11:37:19,1,32,200,700,0.0038,0.3600,0.1009,225
2026-03-17,11:37:19,1,16,700,200,0.0063,0.3600,0.2768,225
2026-03-17,11:37:19,1,48,800,300,0.0054,0.3600,0.2522,225
2026-03-17,11:37:19,1,48,500,900,0.0053,0.3600,0.2598,225
2026-03-17,11:37:19,1,16,400,900,0.0038,0.3600,0.1658,225
2026-03-17,11:37:19,1,16,100,500,0.0058,0.3600,0.2713,225
2026-03-17,11:37:19,1,48,300,1000,0.0054,0.3600,0.1433,225
2026-03-17,11:37:19,1,16,200,600,0.0062,0.3600,0.2707,225
2026-03-17,11:37:19,1,32,500,800,0.0035,0.3600,0.1431,225
2026-03-17,11:37:19,1,16,300,300,0.0057,0.3600,0.2676,225
2026-03-17,11:37:19,1,48,1000,700,0.0031,0.3600,0.1452,225
2026-03-17,11:37:19,1,16,500,500,0.0060,0.3600,0.2677,225
2026-03-17,11:37:19,1,32,200,800,0.0038,0.3600,0.0926,225
2026-03-17,11:37:19,1,48,100,300,0.0033,0.3600,0.1334,225
2026-03-17,11:37:19,1,32,600,1000,0.0035,0.3600,0.1556,225
2026-03-17,11:37:19,1,16,800,400,0.0054,0.3600,0.2693,225
2026-03-17,11:37:19,1,32,800,300,0.0055,0.3600,0.2721,225
2026-03-17,11:37:19,1,32,300,300,0.0055,0.3600,0.2640,225
2026-03-17,11:37:19,1,48,700,800,0.0030,0.3600,0.1412,225
2026-03-17,11:37:19,1,16,1000,900,0.0055,0.3600,0.2762,225
2026-03-17,11:37:19,1,32,400,400,0.0058,0.3600,0.2680,225
2026-03-17,11:37:19,1,16,900,800,0.0021,0.3600,0.2611,225
2026-03-17,11:37:19,1,48,100,400,0.0033,0.3600,0.0935,225
2026-03-17,11:37:19,1,32,100,300,0.0060,0.3600,0.2571,225
2026-03-17,11:37:19,1,16,400,1000,0.0038,0.3600,0.1520,225
2026-03-17,11:37:19,1,32,900,600,0.0057,0.3600,0.2692,225
2026-03-17,11:37:19,1,32,500,900,0.0035,0.3600,0.1472,225
2026-03-17,11:37:19,1,48,1000,800,0.0031,0.3600,0.1384,225
2026-03-17,11:37:19,1,16,200,700,0.0062,0.3600,0.1627,225
2026-03-17,11:37:19,1,32,200,900,0.0038,0.3600,0.1443,225
2026-03-17,11:37:19,1,48,800,400,0.0054,0.3600,0.2402,225
2026-03-17,11:37:19,1,16,700,300,0.0063,0.3600,0.2604,225
2026-03-17,11:37:19,1,48,500,1000,0.0053,0.3600,0.2499,225
2026-03-17,11:37:19,1,48,100,500,0.0033,0.3600,0.0846,225
2026-03-17,11:37:19,1,48,700,900,0.0030,0.3600,0.1377,225
2026-03-17,11:37:19,1,16,100,600,0.0058,0.3600,0.2609,225
2026-03-17,11:37:19,1,16,300,400,0.0057,0.3600,0.2580,225
2026-03-17,11:37:19,1,16,500,600,0.0060,0.3600,0.2556,225
2026-03-17,11:37:19,1,32,800,400,0.0055,0.3600,0.2528,225
2026-03-17,11:37:19,1,16,800,500,0.0054,0.3600,0.2614,225
2026-03-17,11:37:19,1,48,100,600,0.0033,0.3600,0.0848,225
2026-03-17,11:37:19,1,48,1000,900,0.0031,0.3600,0.1405,225
2026-03-17,11:37:19,1,32,500,1000,0.0035,0.3600,0.1480,225
2026-03-17,11:37:19,1,16,200,800,0.0062,0.3600,0.1443,225
2026-03-17,11:37:19,1,32,300,400,0.0055,0.3600,0.2550,225
2026-03-17,11:37:19,1,32,200,1000,0.0038,0.3600,0.1451,225
2026-03-17,11:37:19,1,16,1000,1000,0.0055,0.3600,0.2599,225
2026-03-17,11:37:19,1,48,700,1000,0.0030,0.3600,0.1403,225
2026-03-17,11:37:19,1,32,400,500,0.0058,0.3600,0.2581,225
2026-03-17,11:37:19,1,32,100,400,0.0060,0.3600,0.2538,225
2026-03-17,11:37:19,1,16,900,900,0.0021,0.3600,0.2568,225
2026-03-17,11:37:19,1,48,100,700,0.0033,0.3600,0.0863,225
2026-03-17,11:37:19,1,32,900,700,0.0057,0.3600,0.2647,225
2026-03-17,11:37:19,1,48,800,500,0.0054,0.3600,0.2392,225
2026-03-17,11:37:19,1,48,1000,1000,0.0031,0.3600,0.1379,225
2026-03-17,11:37:19,1,16,700,400,0.0063,0.3600,0.2523,225
2026-03-17,11:37:19,1,16,200,900,0.0062,0.3600,0.1530,225
2026-03-17,11:37:19,1,48,100,800,0.0033,0.3600,0.0888,225
2026-03-17,11:37:19,1,16,100,700,0.0058,0.3600,0.2547,225
2026-03-17,11:37:19,1,16,300,500,0.0057,0.3600,0.2608,225
2026-03-17,11:37:19,1,16,500,700,0.0060,0.3600,0.2553,225
2026-03-17,11:37:19,1,32,800,500,0.0055,0.3600,0.2511,225
2026-03-17,11:37:19,1,16,800,600,0.0054,0.3600,0.2657,225
2026-03-17,11:37:19,1,48,100,900,0.0033,0.3600,0.0962,225
2026-03-17,11:37:19,1,32,300,500,0.0055,0.3600,0.2625,225
2026-03-17,11:37:19,1,16,200,1000,0.0062,0.3600,0.1475,225
2026-03-17,11:37:19,1,32,400,600,0.0058,0.3600,0.2617,225
